anime_id,name,genre,type,rating,image_url
201,Video Girl Ai,"Comedy, Drama, Romance, Ecchi",OVA,7.19,https://cdn.myanimelist.net/images/anime/2/22130.jpg
202,Wolf's Rain,"Action, Adventure, Drama, Fantasy, Mystery",TV,7.79,https://cdn.myanimelist.net/images/anime/5/59403.jpg
204,Yumeria,"Action, Comedy, Ecchi",TV,6.05,https://cdn.myanimelist.net/images/anime/1135/128536.jpg
205,Samurai Champloo,"Action, Adventure, Comedy",TV,8.52,https://cdn.myanimelist.net/images/anime/1370/135212.jpg
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Romance",TV,7.11,https://cdn.myanimelist.net/images/anime/1065/92495.jpg
207,Lodoss-tou Senki,"Action, Adventure, Fantasy",OVA,7.32,https://cdn.myanimelist.net/images/anime/1644/92493.jpg
208,R.O.D: Read or Die,"Action, Adventure, Mystery, Sci-Fi",OVA,7.61,https://cdn.myanimelist.net/images/anime/1824/98849.jpg
209,R.O.D: The TV,"Action, Adventure, Comedy, Drama, Sci-Fi",TV,7.52,https://cdn.myanimelist.net/images/anime/3/73350.jpg
210,Ranma ½,"Action, Comedy, Romance, Ecchi",TV,7.77,https://cdn.myanimelist.net/images/anime/13/6441.jpg
212,Project A-Ko,"Adventure, Comedy, Sci-Fi",Movie,6.85,https://cdn.myanimelist.net/images/anime/2/58391.jpg
218,Kidou Senkan Nadesico,"Comedy, Romance, Sci-Fi",TV,7.49,https://cdn.myanimelist.net/images/anime/3/53955.jpg
219,Kidou Senkan Nadesico: The Prince of Darkness,"Award Winning, Drama, Sci-Fi",Movie,6.72,https://cdn.myanimelist.net/images/anime/10/51253.jpg
221,Mezzo Forte,"Action, Comedy, Sci-Fi, Hentai",OVA,6.62,https://cdn.myanimelist.net/images/anime/6/37391.jpg
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,6.62,https://cdn.myanimelist.net/images/anime/9/3235.jpg
223,Dragon Ball,"Action, Adventure, Comedy, Fantasy",TV,7.98,https://cdn.myanimelist.net/images/anime/1887/92364.jpg
225,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy",TV,6.51,https://cdn.myanimelist.net/images/anime/1262/93119.jpg
226,Elfen Lied,"Action, Drama, Horror, Romance, Suspense",TV,7.46,https://cdn.myanimelist.net/images/anime/1780/121555.jpg
227,FLCL,"Avant Garde, Comedy, Sci-Fi, Suspense",OVA,8.04,https://cdn.myanimelist.net/images/anime/7/77356.jpg
228,Jigoku Shoujo,"Horror, Mystery, Supernatural, Suspense",TV,7.6,https://cdn.myanimelist.net/images/anime/4/86907.jpg
229,Ninin ga Shinobuden,Comedy,TV,6.87,https://cdn.myanimelist.net/images/anime/8/6591.jpg
230,Air Master,"Action, Comedy",TV,6.94,https://cdn.myanimelist.net/images/anime/2/21019.jpg
233,Daa! Daa! Daa!,"Comedy, Sci-Fi",TV,7.63,https://cdn.myanimelist.net/images/anime/3/21166.jpg
235,Meitantei Conan,"Adventure, Comedy, Mystery",TV,8.18,https://cdn.myanimelist.net/images/anime/7/75199.jpg
236,E's Otherwise,"Action, Adventure, Drama, Sci-Fi",TV,6.58,https://cdn.myanimelist.net/images/anime/2/6260.jpg
237,Koukyoushihen Eureka Seven,"Adventure, Drama, Romance, Sci-Fi",TV,8.05,https://cdn.myanimelist.net/images/anime/12/34443.jpg
238,Rekka no Honoo,"Action, Adventure",TV,7.33,https://cdn.myanimelist.net/images/anime/1646/113504.jpg
239,Gankutsuou,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",TV,8.11,https://cdn.myanimelist.net/images/anime/1910/138560.jpg
240,Genshiken,Slice of Life,TV,7.63,https://cdn.myanimelist.net/images/anime/1890/94707.jpg
241,Girls Bravo: First Season,"Comedy, Fantasy, Romance, Ecchi",TV,6.35,https://cdn.myanimelist.net/images/anime/12/48027.jpg
242,Gokusen,"Action, Comedy",TV,7.42,https://cdn.myanimelist.net/images/anime/6/25273.jpg
243,Gravitation,"Boys Love, Comedy",TV,6.9,https://cdn.myanimelist.net/images/anime/4/21856.jpg
245,Great Teacher Onizuka,Comedy,TV,8.68,https://cdn.myanimelist.net/images/anime/13/11460.jpg
246,Groove Adventure Rave,"Action, Adventure, Comedy, Fantasy, Romance",TV,7.2,https://cdn.myanimelist.net/images/anime/9/20134.jpg
247,Harukanaru Toki no Naka de: Hachiyou Shou,"Fantasy, Romance",TV,6.99,https://cdn.myanimelist.net/images/anime/7/7227.jpg
248,Ichigo 100%,"Comedy, Romance, Ecchi",TV,6.61,https://cdn.myanimelist.net/images/anime/1157/132580.jpg
249,InuYasha,"Action, Adventure, Fantasy, Romance",TV,7.87,https://cdn.myanimelist.net/images/anime/1589/95329.jpg
250,Konjiki no Gash Bell!!,"Action, Adventure, Comedy, Supernatural",TV,7.55,https://cdn.myanimelist.net/images/anime/1151/125951.jpg
251,Kyou kara Maou!,"Adventure, Comedy, Fantasy",TV,7.61,https://cdn.myanimelist.net/images/anime/11/75544.jpg
252,Madlax,"Drama, Mystery, Supernatural",TV,7.01,https://cdn.myanimelist.net/images/anime/12/57237.jpg
253,Jungle wa Itsumo Hare nochi Guu,Comedy,TV,7.8,https://cdn.myanimelist.net/images/anime/10/24555.jpg
254,Jungle wa Itsumo Hare nochi Guu Deluxe,Comedy,OVA,7.78,https://cdn.myanimelist.net/images/anime/3/10306.jpg
255,Jungle wa Itsumo Hare nochi Guu Final,"Award Winning, Comedy, Slice of Life",OVA,7.6,https://cdn.myanimelist.net/images/anime/6/14520.jpg
